Year,Date,Time,Country,Area,Location,Activity,Type,Sex ,Age,Injury,Fatal (Y/N),Species ,Case Number,original order,N_Attacks,
1981,16-Feb-81,,AUSTRALIA,Western Australia,"Leighton Beach, north of Freemantle",Exercising his dog in the shallows,Unprovoked,M,,Puncture wounds to foot,N,1 m hammerhead shark,1981.02.16,3178,1,
1981,07-Feb-81,,AUSTRALIA,Western Australia,"Parker's Point, Rottnest Island",,Unprovoked,,,No details,UNKNOWN,,1981.02.07,3177,1,
1981,13-Dec-81,,AUSTRALIA,Queensland,Green Island,,Unprovoked,,,Abdomen lacerated,N,,1981.12.13.b,3218,1,
1981,1981,07h00,AUSTRALIA,New South Wales,Byron Bay,Surf-skiing,Unprovoked,M,27,"No injury, ski bitten",N,"Tiger shark, 2.5 m ",1981.00.00.b,3172,1,
1980,27-Oct-80,15h45,USA,Oregon,Off Umpqua River,Surfing,Unprovoked,M,29,Thigh lacerated,N,4 m to 5 m [13' to 16.5'] white shark,1980.10.27,3164,1,
1980,10-Aug-80,,USA,North Carolina,"Ocean Isle, Brunswick County",Wading,Unprovoked,F,10,Bitten behind knee & lower leg,N,,1980.08.10,3161,1,
1980,Late Jul-1980,,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County",Surfing,Unprovoked,M,,"No injury, bumped off board",N,,1980.07.00,3156,1,
1980,27-Jul-80,15h00,USA,New Jersey,"Ocean City, Cape May County",Body surfing,Unprovoked,M,15,Back bitten,N,,1980.07.27,3158,1,
1980,04-Aug-80,,USA,Hawaii,"Puamana, Lahaina, Maui",Resting on body board,Unprovoked,M,,Torso bitten,N,"Tiger shark, 4.3 m [14'] ",1980.08.04,3160,1,
1980,Early Jul-1980,,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,Unprovoked,M,,Lower leg bitten,N,,1980.07.00,3155,1,
1980,23-Jul-80,Afternoon,USA,Delaware,Dewey Beach,Standing,Unprovoked,F,22,"No injury, shark bit her bathing suit",N,4' to 8' shark,1980.07.23,3157,1,
1980,17-Oct-80,09h30,USA,California,"Moonstone Beach, Humboldt County",Surfing,Unprovoked,M,19,No injury,N,4 m to 5 m [13' to 16.5'] white shark,1980.10.17,3163,1,
1980,26-Jun-80,,USA,California,"Off San Clemente Island, Los Angeles County",Scuba diving,Provoked,F,44,Laceration to lower leg   PROVOKED INCIDENT,N,Blue shark,1980.06.26,3154,1,
1980,1980s ,AM,TONGA,Ha'api,Ha'ano Island,Spearfishing,Unprovoked,M,20s,Chest bitten,N,,1980.00.00.a,3136,1,
1980,26-Jul-80,,SPAIN,Canary Islands,"San Juan de la Rambla, Tenerife",Skin diving,Unprovoked,M,,Thigh injured,N,Blue shark,1980.07.26,3159,1,
1980,11-Mar-80,,SOUTH AFRICA,Western Cape Province,Velddrif,Fishing,Provoked,M,61,Leg lacerated by netted shark PROVOKED INCIDENT,N,1.5 m [5'] hammerhead shark,1980.03.11,3146,1,
1980,17-Nov-80,,SOUTH AFRICA,KwaZulu-Natal,Mnini,Swimming,Invalid,M,,Probable  drowning & scavenging,Y,,1980.11.17,3166,1,
1980,29-Mar-80,,SOUTH AFRICA,KwaZulu-Natal,Umdhloti,Free diving,Unprovoked,M,52,FATAL,Y,Tiger shark,1980.03.29,3149,1,
1980,31-Jan-80,14h45,SOUTH AFRICA,KwaZulu-Natal,Ballito,Body boarding,Unprovoked,M,24,"Both hands & heel of left foot lacerated, right foot severed",N,"2.8 m [9'3""] white shark",1980.01.31,3145,1,
1980,15-Jan-80,05h00,SOUTH AFRICA,KwaZulu-Natal,Anstey�s,Spearfishing,Provoked,M,29,"No injury, rammed & catapulted from the water by shark after he shot at it & missed PROVOKED INCIDENT",N,"2 m [6'9""] Zambesi shark",1980.01.15,3143,1,
1980,12-30-1980,17h15,SOUTH AFRICA,Eastern Cape Province,Nahoon,Paddleskiing,Unprovoked,M,25,"No injury, paddleski bitten",N,3.5 m [11.5'] shark,1980.12.30,3170,1,
1980,26-Dec-80,,SOUTH AFRICA,Eastern Cape Province,Port Elizabeth,,Invalid,,,Probable drowning & scavenging,Y,,1980.12.26,3169,1,
1980,15-May-80,08h00,SOUTH AFRICA,Eastern Cape Province,Fuller�s Bay,Surfing,Unprovoked,M,22,"No injury, board bitten",N,1.8 m [6'] shark,1980.05.15,3153,1,
1980,13-Jan-80,,SOUTH AFRICA,Eastern Cape Province,Sardinia Bay,Swimming,Unprovoked,M,,Abrasion,N,Hammerhead shark,1980.01.13,3142,1,
1980,10-Jan-80,18h30,SOUTH AFRICA,Eastern Cape Province,King�s Beach,Swimming,Unprovoked,M,25,3 small punctures on arm,N,"Raggedtooth shark, 2 m [6'9""] ",1980.01.10,3141,1,
1980,1980,Early afternoon,SOUTH AFRICA,Eastern Cape Province,Bonza Bay,Spearfishing,Invalid,M,20,No injury, shark made threat display and impaled itself on spear,N,"2 m [6'9""] shark",1980.00.00.b,3137,1
1980,24-Nov-80,15h00,REUNION,Grand'Anse,Petite-Ile,Spearfishing,Unprovoked,M,22,Bitten twice,N,1.8 m [6'] white shark,1980.11.24,3168,1,
1980,22-Apr-80,Night,PHILIPPINES,Romblon Province,"Maestre de Campo Island, 120 miles south of Manila",Sinking of the ferryboat      Don Juan,Sea Disaster,,,FATAL x 2,Y,,1980.04.22,3151,1,
1980,15-Mar-80,,PHILIPPINES,,250 miles southwest of Manila,Sinking of the ferryboat Bongbong 1,Sea Disaster,F,,FATAL,Y,,1980.03.15,3147,1,
1980,Summer 1980,,NORTH ATLANTIC OCEAN,,Onboard swordfish trawler,Gaffing netted shark,Provoked,M,34,Arm lacerated by gaffed shark PROVOKED INCIDENT,N,1.8 m [6'] dogfish,1980.00.00.d,3139,1,
1980,Apr-80,Early afternoon,MEXICO,Sinaloa,Mazatl�n,Body surfing,Unprovoked,F,13,Right calf bitten,N,Tiger shark,1980.04.00,3150,1,
1980,Reported 22-Aug-1980,,MEXICO,,,Diving in tuna net,Unprovoked,M,22,FATAL,Y,,1980.08.22.R,3162,1,
1980,25-Jan-80,,KENYA,Lamu Archipelago,South of Lamu Island,Spearfishing,Unprovoked,M,29,Ankle & foot lacerated,N,2.2 m shark,1980.01.25,3144,1,
1980,25-Apr-80,,JAMAICA,St. Mary's Parish,"Priestman's River area, East Portland",Spearfishing,Provoked,M,,Hand bitten by speared shark PROVOKED INCIDENT ,N,,1980.04.25,3152,1,
1980,1980s ,,GREECE,Island of Kos,,Surfing,Invalid,M,,Knee bitten,N,Said to involve a white shark but shark involvement not confirmed,1980.00.00.c,3138,1,
1980,05-Jan-80,11h00,CHILE,Los Vilos,"Punta Negra, Pichidangui",Hookah Diving,Unprovoked,M,,FATAL  ,Y,White shark,1980.01.05,3140,1,
1980,28-Mar-80,Afternoon,BRAZIL,Rio de Janeiro,"Copacabana Beach, Rio de Janiero",Swimming,Unprovoked,M,,Right leg bitten,N,2 m shark,1980.03.28,3148,1,
1980,11-Nov-80,,BRAZIL,Pernambuco,Piedade,Swimming,Unprovoked,M,16,FATAL,Y,,1980.11.11.,3165,1,
1980,18-Nov-80,,AUSTRALIA,Western Australia,Lancelin,Swimming,Unprovoked,M,,"Right shoulder bitten, puncture wounds on chest & lacerations on his back",N,,1980.11.18,3167,1,
1979,27-Nov-79,10h20,USA,Oregon,"Haystack Rock, Cannon Beach, Clatsop County",Surfing,Unprovoked,M,20,Multiple major Injuries,N,"White shark, 4 m [13'] ",1979.11.27,3132,1,
1979,1979,,USA,Hawaii,"South Kohala, Hawai'i",Fishing,Unprovoked,M,,"FATAL, disappeared while fishing from shore, divers recovered his hand",Y,,1979.00.00,3111,1,
1979,05-Aug-79,,USA,Florida,"Daytona Beach, Volusia County",Kayaking,Unprovoked,M,49,Lacerations to foot,N,,1979.08.05,3126,1,
1979,19-Jun-79,Morning,USA,Florida,10 miles off Cape Canaveral,Floating with life preserver after his boat foundered,Sea Disaster,M,56,Lacerations to leg,N,,1979.06.19,3124,1,
1979,27-May-79,,USA,Florida,"Fort Walton Beach, Okaloosa County",Scuba diving,Invalid,M,36,"FATAL, but shark involvement prior to death was not determined",Y,,1979.05.27,3123,1,
1979,08-Apr-79,13h20,USA,Florida,"Public Beach (Carlin Park), Jupiter, Palm Beach County",Swimming,Unprovoked,M,24,Right foot & ankle lacerated,N,,1979.04.08.b,3118,1,
1979,08-Apr-79,10h30,USA,Florida,"Municipal Beach, Boyton Beach, Palm Beach County",Body surfing,Unprovoked,M,8,Right foot bitten,N,,1979.04.08.a,3117,1,
1979,24-Mar-79,11h30,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,Unprovoked,M,27,Foot & ankle bitten,N,Blacktip or spinner shark,1979.03.24,3116,1,
1979,11-Mar-79,10h00,USA,California,"Ano Nuevo Island, San Mateo, County",Scuba diving (submerged),Unprovoked,M,,"No injury, swim fin bitten",N,"White shark, 4 m to 5 m [13' to 16.5'] ",1979.03.11,3115,1,
1979,03-Aug-79,,THAILAND,Southern Thailand,,Murdered by Thai pirates,Unprovoked,M,,FATAL,Y,,1979.08.03,3125,1,
1979, 01-Dec-1979,,SOUTH CHINA SEA,,,Diving,Unprovoked,M,32,Toothmarks on head & neck,N,6' shark,1979.12.01,3133,1,
1979,12-Nov-79,,SOUTH AFRICA,Western Cape Province,Macassar,Shark fishing,Provoked,,,"No injury to occupants; hooked shark tore out part of transom, bit skeg of motor and snapped the steel trace PROVOKED INCIDENT",N,"White shark, 5 m ",1979.11.12,3131,1,
1979,05-May-79,14h00,SOUTH AFRICA,Western Cape Province,"Hangklip, False Bay",Spearfishing,Provoked,M,25,Shark rammed diver after he shot it in the head  PROVOKED INCIDENT,N,"White shark, 2.5 m [8.25']  ",1979.05.05,3122,1,
1979,01-Mar-79,,SOUTH AFRICA,Western Cape Province,Seal Island,,Boat,,,No Injury,N,,1979.03.01,3114,1,
1979,03-May-79,>12h00,SOUTH AFRICA,KwaZulu-Natal,Mbibi,Scuba diving,Unprovoked,M,,"FATAL (presumed), pieces of shark-bitten wetsuit washed ashore but no body was recovered",Y,,1979.05.03,3121,1,
1979,21-Dec-79,16h20,SOUTH AFRICA,Eastern Cape Province,Kenton-on-Sea,Swimming,Unprovoked,M,18,Shin lacerated,N,,1979.12.21,3135,1,
1979,22-Oct-79,,SOUTH AFRICA,Eastern Cape Province,Algoa Bay,Fishing,Provoked,M,,Bitten below right knee by hooked shark pulled onboard skiboat PROVOKED INCIDENT,N,"Raggedtooth shark, 50-kg [110-lb], 2 m [6.75'] gaffed ",1979.10.22,3130,1,
1979,21-Feb-79,13h15,SOUTH AFRICA,Eastern Cape Province,Port Alfred,"Surfing, collided with shark",Unprovoked,M,19,Punctures on left thigh,N,1.5 m to 2 m [5' to 6.75'] shark,1979.02.21,3112,1,
1979,05-Dec-79,,PORTUGAL,Madeira Islands,"Sao Jorge, Madeira Island",Spearfishing,Invalid,M,19,FATAL,Y,White shark?,1979.12.00,3134,1,
1979,May-79,,NEW CALEDONIA,North Province,Ile Yand� (between Poum and B�lep),Fishing,Unprovoked,,,"Thigh severely injured, survived",N,,1979.05.00.c,3120,1,
1979,May-79,,NEW CALEDONIA,North Province,Balade,,Unprovoked,M,,FATAL,Y,2 m shark,1979.05.00.b,3119,1,
1979,Mar-79,,NEW CALEDONIA,Grand Terre,"Five Mile Beach, I'le Ouen",Spearfishing,Unprovoked,M,,"Presumed FATAL, body not recovered",Y,,1979.03.00,3113,1,
1979,26-Aug-79,,HONG KONG,Ho Ha Wan Marine Park,,,Unprovoked,M,16,FATAL,Y,,1979.08.26,3127,1,
1979,28-Aug-79,,HONG KONG,,Mirs Bay,Freedom swimming,Unprovoked,M,21,"Leg severed, FATAL",Y,,1979.08.28,3128,1,
1979,14-Sep-79,,AUSTRALIA,New South Wales,Byron Bay,Scuba diving,Unprovoked,M,18,Leg bitten,N,"""a small shark""",1979.09.14,3129,1,
1978,1978,,VANUATU,Malampa Province,"Ranon, Ambryn",Swimming,Unprovoked,F,,FATAL,Y,,1978.00.00.a,3086,1,
1978,27-Jul-78,,USA,South Carolina,,"Explosion destroyed 28' boat, survivors in the water ",Sea Disaster,M,39,"No injury, his foot was bumped by a shark biting the body of a passenger that had drowned.",N,,1978.07.27,3100,1,
1978,26-Nov-78,,USA,Hawaii,"Ewa, O'ahu",Surfing,Unprovoked,M,,Left arm bitten,N,2.4 m [8'] shark,1978.11.26,3108,1,
1978,23-Nov-78,,USA,Florida,"Jupiter, Palm Beach County",Surfing,Unprovoked,M,17,Hand lacerated,N,,1978.11.23,3107,1,
1978,Reported 01-Aug-1978,,USA,Florida,Florida Straits,Floating on inner tube raft,Unprovoked,M,27,Minor injury to ankle,N,,1978.08.01.R,3101,1,
1978,21-Jun-78,,USA,Florida,"South of Neptune Beach, Duval County",Surfing,Unprovoked,M,20,Foot bitten,N,,1978.06.21.b,3098,1,
1978,21-Jun-78,,USA,Florida,"Neptune Beach, Duval County",Surfing,Unprovoked,M,17,Foot nipped,N,,1978.06.21.a,3097,1,
1978,1978,,USA,Florida,"Cocoa Beach, Brevard County",Surfing,Unprovoked,F,,Foot bitten,N,,1978.00.00.b,3087,1,
1978,05-Aug-78,12h45,USA,California,"Pajaro Dunes, Santa Cruz County",Wading,Unprovoked,M,,Punctures on leg (minor injury),N,"2 m [6'9""] shark",1978.08.05,3102,1,
1978,19-Jul-78,,USA,California,"Newport Beach, Orange County",Fishing,Provoked,M,27,Laceration to leg by hooked shark  PROVOKED INCIDENT,N,,1978.07.19,3099,1,
1978,27-Sep-78,16h00,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Spearfishing,Unprovoked,M,27,"No injury, shark took his catch, then towed & pushed diver through the water ",N,"White shark, 3.7 m [12'] ",1978.09.27,3105,1,
1978,28-Feb-78,03h00,SOUTH AFRICA,Western Cape Province,"Seal Island, False Bay",Fishing for mackerel,Unprovoked,,,"Shark jumped in boat, but no injury to occupants",N,270 kg shark,1978.02.28,3091,1,
1978,19-Feb-78,,SOUTH AFRICA,Western Cape Province,"Miller's Point, False Bay",Diving,Unprovoked,M,,"No injury, rammed by shark",N,White shark,1978.02.19,3090,1,
1978,12-Dec-78,16h45,SOUTH AFRICA,KwaZulu-Natal,Sodwana,Spearfishing,Unprovoked,M,23,"FATAL, legs bitten ",Y,"White shark, 2.3 m [7.5'], tooth fragment recovered",1978.12.12,3109,1,
1978,21-Oct-78,Dusk,SOUTH AFRICA,KwaZulu-Natal,"Fishing camp, St. Lucia Estuary",Fishing,Invalid,M,,Scavenged or FATAL (may have involved foul play),Y,"Tiger shark, 3m ",1978.10.21,3106,1,
1978,07-Jan-78,12h45,SOUTH AFRICA,KwaZulu-Natal,Glenashley,Surfing,Unprovoked,M,17,"Left leg, ankle & foot bitten",N,Thought to involve a blacktip shark,1978.01.17,3089,1,
1978,06-Jan-78,,SOUTH AFRICA,KwaZulu-Natal,Cape Vidal,,Invalid,M,,"Human head recovered from shark�s gut, probable drowning / scavenging",Y,"Tiger shark, 3 m [10']k",1978.01.06,3088,1,
1978,05-Mar-78,,SOUTH AFRICA,Eastern Cape Province,"Gulu Deep, East London",,Boat,,,"No injury to occupants; shark rammed boat 4 times, bit engine & cracked the hull",N,,1978.03.05,3092,1,
1978,02-Apr-78,,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,Unprovoked,M,25,Laceration to left hand,N,,1978.04.02.b,3095,1,
1978,02-Apr-78,,MARSHALL ISLANDS,Ralik Archipelago,Enewetak Atoll,Diving,Unprovoked,M,23,Lacerations to right forearm ,N,,1978.04.02.a,3094,1,
1978,16-Sep-78,11h00,ITALY,Tyrrhenian Sea,Capo d'Anzio,Diving,Unprovoked,M,,No injury,N,"White shark, 5 m [16.5'] ",1978.09.16,3104,1,
1978,07-Jun-78,,ITALY,Golfo de Venezia,Acqua alta research platform,,Invalid,,,"No injury, shark struck platform",N,White shark,1978.06.07,3096,1,
1978,Reported 02-Sep-1978,,AUSTRALIA,Tasmania,"Cape Pillar, Storm Bay",Scuba diving for abalone,Unprovoked,M,34,Several broken ribs,N,15' shark,1978.09.02.R,3103,1,
1978,Apr-1978`,,AUSTRALIA,Tasmania,Beechford,Scuba diving,Unprovoked,M,,Thigh bitten,N,"Sevengill shark, 2.4 m",1978.04.00,3093,1,
1978,29-Dec-78,,AUSTRALIA,Queensland,Bribie Island,,Unprovoked,M, ,Survived,N,,1978.12.29,3110,1,
1977,06-Jun-77,,USA,Texas,Padre Island,Collecting fish from net,Unprovoked,M,25,Lacerations to wrist,N,"Bull shark, 4' to 5' ",1977.06.06,3072,1,
1977,31-Dec-77,Night,USA,Hawaii,2 miles off Keahole Airport,"Swimming, after single-engine aircraft went down in the sea",Sea Disaster,M,49,Feet lacerated,N,,1977.12.31,3085,1,
1977,21-Apr-77,,USA,Hawaii,"Ka'anapali, Maui",Swimming,Unprovoked,M,,Arm bitten,N,1.2 m [4'] shark,1977.04.21,3068,1,
1977,19-Dec-77,,USA,Florida,"Hobe Sound, Palm Beach County",Surfing,Unprovoked,M,27,Laceration to right hand,N,,1977.12.19.b,3084,1,
1977,05-Aug-77,12h00,USA,Florida,"St. Petersburg, Pinellas County",Wading,Invalid,M,17,Lacerations to hip and leg,N,Shark involvement not confirmed,1977.08.05,3075,1,
1977,26-Jun-77,Late afternoon,USA,Florida,"12 miles northeast of Mayport,  Duval County",Spearfishing / Scuba diving,Provoked,M,27,"PROVOKED INCIDENT    Diver poked shark with spear, then shark bit his right foot",N,"Bull shark, 8",1977.06.26,3073,1,
1977,14-Aug-77,11h45,USA,California,"McClure Beach, near Tomales Point, Marin County",Free diving for abalone (surfacing),Unprovoked,M,20,Leg lacerated,N,"White shark, 5.5 m to 6 m [18' to 20']  ",1977.08.14,3076,1,
1977,02-Jul-77,Night,USA,California,"Off San Diego, San Diego County",40' fishing boat sank,Sea Disaster,M,21,Laceration to right hand,N,,1977.07.02,3074,1,
1977,Dec-77,,SOUTH AFRICA,Western Cape Province,"Macassar, False Bay",Fishing for bottom fish,Boat,,,No injury to occupant: shark bit boat's port chine,N,3 m [10'] white shark (Tooth  recovered from boat),1977.12.00,3082,1,
1977,12-Nov-77,,SOUTH AFRICA,Western Cape Province,Klein River Lagoon,Standing,Provoked,M,,Shark lacerated his hand when he grabbed it by the tail PROVOKED INCIDENT,N,1.5 to 2 m [5' to 6.75'] shark,1977.11.12,3081,1,
1977,30-Oct-77,16h00,SOUTH AFRICA,Western Cape Province,"Bluegums Rock, Partridge Point",Spearfishing,Unprovoked,M,25,"No injury, shark bit speargun & pushed diver through the water",N,"White shark, 5 m [16.5'] ",1977.10.30,3080,1,
1977,19-Aug-77,13h30,SOUTH AFRICA,Western Cape Province,Off Macassar Beach,Fishing,Boat,M,,"Shark leapt into boat, pinning Mamacos beneath and fracturing his pelvis, then trashed the boat rendering it inoperable",N,White shark,1977.08.19,3077,1,
1977,26-May-77,,SOUTH AFRICA,Western Cape Province,13 km off Knysna ,Fishing for yellowtail,Boat,M,,Lombard's thigh was lacerated by shark that leapt into boat ,N,"Mako shark, 2.3 m, 150-kg  ",1977.05.26,3071,1,
1977,17-Mar-77,17h00,SOUTH AFRICA,Western Cape Province,"Lappiesbaai Beach, Stilbaai",Swimming,Unprovoked,M,31,Right foot bitten,N,,1977.03.17,3067,1,
1977,19-Dec-77,10h00,SOUTH AFRICA,Eastern Cape Province,Qolera River,Surfing,Unprovoked,M,18,"Both legs bitten, 2 days later gangrene necessitated surgical amputation of left leg at mid-thigh",N,"Tiger shark, 3 m [10']",1977.12.19.a,3083,1,
1977,Feb-77,,NEW CALEDONIA,,I'le Ouen,,Unprovoked,,,Face & thorax bitten,N,,1977.02.00,3061,1,
1977,Jan-77,14h30,MEXICO,Guerrero,La Playa Hornos (near Acapulco),Swimming,Unprovoked,M,,"FATAL, left leg severed, neck cut  ",Y,,1977.01.00,3060,1,
1977,04-Feb-77,,AUSTRALIA,Victoria,Sorrento Back Beach,,Invalid,M,,Shark involvement prior to death was unconfirmed,Y,,1977.02.04,3062,1,
1977,31-Aug-77,16h00,AUSTRALIA,South Australia,"Cactus Beach, near Ceduna",Surfing,Unprovoked,M,17,"Board rammed &  bitten, left thigh lacerated",N,White shark,1977.08.31,3079,1,
1977,23-Aug-77,,AUSTRALIA,Queensland,"Buddina Beach, south of Noosa",Floating on an inflatable raft,Unprovoked,M,25,"FATAL, left arm severed, legs bitten ",Y,,1977.08.23,3078,1,
1977,16-May-77,,AUSTRALIA,Queensland,Southport,,Invalid,M,,"Missing, believed taken by a shark",N,,1977.05.16,3070,1,
1977,26-Apr-77,,AUSTRALIA,Queensland,Tallebudgera,,Unprovoked,M,,Survived,N,,1977.04.26,3069,1,
1977,13-Mar-77,,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Sea Disaster,M,32,"His feet were bitten by sharks, but he was rescued by a charter boat that arrived on the scene just an hour and 15 minutes after the sharks first appeared, too late to save the lives of Hayes and Beaver",N,,1977.03.13.c,3066,1,
1977,13-Mar-77,,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Sea Disaster,M,74,FATAL,Y,,1977.03.13.b,3065,1,
1977,13-Mar-77,,AUSTRALIA,Queensland,Near Moreton Island in Moreton Bay,"Their 9 m launch was run down by a 25,000-ton Japanese freighter  on the night of 3-11-1977 & they drifted, clinging to an icebox for 2 days",Sea Disaster,M,45,FATAL,Y,,1977.03.13.a,3064,1,
1977,26-Feb-77,,AUSTRALIA,New South Wales,"Kingscliffe Beach, south of Tweed Heads","Pushed surfmat of a young girl out of the shark's path, drawing shark's attention to his own board",Unprovoked,M,24,"Left hand, arm & leg lacerated, & shark bit chunk out of his surfboard",N,4 m [13'] shark,1977.02.26,3063,1,
1976,28-Apr-76,,USA,Texas,Galveston Island,,Invalid,,,"Possible drowning victim, remains retrieved from shark caught by fishermen on 28-Apr-1976",Y,400-lb shark,1976.04.28,3032,1,
1976,24-Aug-76,14h00,USA,Oregon,Winchester Bay,Surfing,Unprovoked,M,19,"No injury, board bitten",N,"White shark, 4.5 m ",1976.08.24,3042,1,
1976,26-Aug-76,,USA,North Carolina,"Emerald Isle Pier (near Morehead City), Carteret County","Surfing, fell off surfboard",Unprovoked,M,23,Right ankle & foot lacerated,N,,1976.08.26,3043,1,
1976,21-Jul-76,,USA,Louisiana,Scofield - Sandy Point,Playing,Unprovoked,M,10,Leg bitten,N,,1976.07.21,3040,1,
1976,16-Jul-76,,USA,Hawaii,"Maha'ulepu, Koloa, Kaua'i",Scuba diving,Unprovoked,M,18,"FATAL, disappeared while diving, lower portion of body recovered",Y,,1976.07.16,3039,1,
1976,10-Jun-76,,USA,Hawaii,"Kama'ole Beach, Park No. 1, Kihei, Maui",Swimming,Unprovoked,M,,Leg & foot bitten,N,0.9 m to 1.5 m [3' to 5'] shark,1976.06.10,3036,1,
1976,1976,,USA,Hawaii,"Off Lahaina, Maui",Scuba diving,Unprovoked,M,,"FATAL, lost consciousness at depth of 180'. Large sharks seen near partial remains of body",Y,,1976.00.00.b,3021,1,
1976,25-Nov-76,10h55,USA,Florida,"Delray Beach, Palm Beach County",Surfing,Unprovoked,M,19,"Right arm severed 1"" below elbow with extensive tissue loss 3"" above elbow",N,2.1 m [7'] lemon shark or bull shark,1976.11.25,3055,1,
1976,12-Sep-76,,USA,Florida,"Jacksonville, Duval County",Swimming,Unprovoked,M,16,FATAL,Y,,1976.09.12.b,3046,1,
1976,12-Sep-76,,USA,Florida,"Jacksonville, Duval County",Swimming,Unprovoked,M,,FATAL,Y,,1976.09.12.a,3045,1,
1976,06-Sep-76,14h00,USA,Florida,"Sebastian, Indian River County",Surfing,Unprovoked,M,15,Laceration to left lower leg,N,"Tiger shark, 6' ",1976.09.06,3044,1,
1976,24-Jul-76,10h30,USA,Florida,St. Lucie County,Spearfishing,Unprovoked,M,24,Lacerations to forearms,N,,1976.07.24,3041,1,
1976,12-Jul-76,,USA,Florida,St. Lucie County,Spearfishing,Unprovoked,M,23,"""lost part of a finger""",N,6' to 8' shark,1976.07.12,3038,1,
1976,23-Jun-76,Night,USA,Florida,"St. Andrews State Park, Bay County",Skindiving,Unprovoked,M,17,Lacerations to right arm,N,12' to 14' shark,1976.06.23,3037,1,
1976,12-Mar-76,14h30,USA,Florida,"New Smyrna Beach, Volusia County",Standing,Unprovoked,M,21 or 26,Lacerations to left leg,N,,1976.03.12.b,3031,1,
