,Author,Title,Lyrics
9,U2,Volcano,"fast tonight\nYou can hurt yourself tryin' to hold on\nTo what you used to be\nI'm so glad the past is gone\n\nBeen out in the wild\nBeen out in the night\nBeen out of your mind\nDo you live here or is this a vacation\n\nVolcano\nYou don't wanna, you don't wanna know\nVolcano\nSomething in you wants to blow\nVolcano\nYou don't wanna, you don't wanna know\n\nYour eyes were like landing lights\nThey used to be the clearest blue\nNow you don't see so well\nThe future's gonna land on you\n\nBeen out in the wild\nBeen out in the night\nBeen out of your mind\nDo you live here or is this a vacation\n\nVolcano\nYou don't wanna, you don't wanna know\nVolcano\nSomething in you wants to blow\nVolcano\nYou don't wanna, you don't wanna know\nYou're on a piece of ground above a volcano\n\nYou were alone\nAnd now you're not alone\nYou were alone\nBut you are rock 'n' roll\nYou and I are rock 'n' roll\nBut you are rock 'n' roll\nYou and I are rock 'n' roll\n\nOh, volcano\nYou don't wanna, you don't wanna know\nVolcano\nSomething in you wants to blow\nVolcano\nYou don't wanna, you don't wanna know\nYou're on a piece of ground above a volcano"
10,U2,Love Is Blindness,"on't want to see\nWon't you wrap the night\nAround me?\nOh my heart\nLove is blindness\n\nIn a parked car\nIn a crowded street\nYou see your love\nMade complete\nThread is ripping\nThe knot is slipping\nLove is blindness\n\nLove is clockworks\nAnd cold steel\nFingers too numb to feel\nSqueeze the handle\nBlow out the candle\nLove is blindness\n\nLove is blindness\nI don't want to see\nWon't you wrap the night\nAround me?\nOh my love\nBlindness\n\nA little death\nWithout mourning\nNo call\nAnd no warning\nBaby, a dangerous idea\nThat almost makes sense\n\nLove is drowning\nIn a deep well\nAll the secrets\nAnd no one to tell\nTake the money, honey\nBlindness\n\nLove is blindness\nI don't want to see\nWon't you wrap the night\nAround me?\nOh, my love\nBlindness"
11,U2,Luminous Times (Hold On to Love)," sister soul\nHey, oh my love\nYou turn me around tonight\nHey, sister love\nSave my soul, save my soul\n\nHold on to love\nHold on to love\nLove won't let you go\nLove won't let you go\nHold on to love\nSee the sunshine in her soul\n\nHey, sister love\nHey, seems so bright\n\nShe comes like carnival\nShe is the big wheel\nShe turned my head around\nTurned my head around\nShe is the speedway\nShe is the slipstream\nShe is coming 'round\n\nHold on to love\nHold on to love\nLove won't let you go\nHold on to love\nHold on to love\n\nSee the sunlight in her song\nSee the sunlight in her soul\n\nShe is the gun fire\nShe is the car crash\nShe is a avalanche\nShe is the thunder\nShe is the waves and\nShe pulls me under\n\nI love you 'cause I need to\nNot because I need you\nI love you 'cause I understand\nThat God has given me your hand\nHe holds me in a tiny fist\nAnd still I need your kiss\n\nHold on to love\nHold\n\nSee the sunlight in her song\nSee the sunlight in her soul"
12,U2,The Electric Co.," sit at the table\nUntil you're able to.\n\nToy, broken toy\nYou can shout and shout, 'til you're inside out\nBut if you don't know.\nElectric Co.\nIf you don't know\nElectric co.\n\nRed, running red\nYou play for real\nBut the toy can feel\nHolding your head\nYou won't shout\nYou still beg\nIf you don't know\nThe Electric Co.\n\nIf you don't know.\nElectric co.\nIf you don't know\nElectric co."
13,U2,Drowning Man," I'll be there\nIf you can\nI'll cross the sky for your love.\nFor I have promised\nFor to be with you tonight\nAnd for the time that will come.\n\nTake my hand\nYou know I'll be there\nIf you can\nI'll cross the sky for your love.\nAnd I understand\nThese winds and tides\nThis change of times\nWon't drag you away.\n\nHold on, and hold on tightly.\nHold on, and don't let go of my love.\nThe storms will pass, it won't be long now.\nThis love will last, this love will last forever.\n\nAnd take my hand, you know I'll be there.\nIf you can I'll cross the sky for your love.\nGive you what I hold dear.\n\nHold on, hold on tightly.\n\nHold on, and hold on tightly.\nRise up, rise up with wings like eagles.\nYou run, you run.\nYou run and not grow weary.\n\nHold on, and hold on tightly.\nHold on, hold on tightly\nThis love, lasts forever.\nNow this love lasts forever."
14,U2,Desire,"the street\nGonna go where the bright lights and the big city meet\nWith a red guitar on fire\nDesire\n\nShe's a candle burning in my room\nYeah, I'm like the needle, needle and spoon\nOver the counter with that shotgun\nPretty soon everybody got one\nAnd the fever when I'm beside her\nDesire\nDesire, right\n\nAnd the fever getting higher\nDesire\nDesire\nBurning, burning\n\nShe's the dollars\nShe's my protection\nYeah, she's the promise\nIn the year of election\nOh sister, I can't let you go\nLike a preacher stealing hearts at a traveling show\n\nFor love or money money money, money money money\nMoney money money money money\nAnd the fever, getting higher\nDesire\nDesire\nDesire\nDesire, yeah\n\nDesire\nDesire, alright"
15,U2,Until the End of the World,"ite a while\nI was down the hold just passing time\nLast time we met was a low-lit room\nWe were as close together as a bride and groom\n\nWe ate the food, we drank the wine\nEverybody having a good time\nExcept you\nYou were talking about the end of the world\n\nI took the money, I spiked your drink\nYou miss too much these days if you stop to think\nYou lead me on with those innocent eyes\nYou know I love the element of surprise\n\nIn the garden, I was playing the tart\nI kissed your lips and broke your heart\nYou, you were acting\nLike it was the end of the world\n\nLove, love, love\nLove, love\nLove, love, love\nLove, love, love\nLove, love\nLove, love, love\n\n(Love, love, love)\nIn my dream I was drowning my sorrows\nBut my sorrows, they learned to swim\n(Love, love, love)\nSurrounding me, going down on me\nSpilling over the brim\n\nWaves of regret and waves of joy\nI reached out for the one I tried to destroy\nYou, you said you'd wait\nTill the end of the world"
16,U2,Gone,"lty\nGot so much for so little\nThen you find that feeling just won't go away\nYou're holding on to every little thing so tightly\n'Til there's nothing left for you anyway\n\nGoodbye, you can keep this suit of lights\nI'll be up with the Sun\nI'm not coming down\nI'm not coming down\nI'm not coming down\n\nYou wanted to get somewhere so badly\nYou had to lose yourself along the way\nYou changed your name\nWell that's okay, it's necessary\nAnd what you leave behind you don't miss anyway\n\nGoodbye, you can keep this suit of lights\nI'll be up with the Sun\nI'm not coming down\nI'm not coming down\nI'm not coming down\n\n'Cause I'm already gone\nFelt that way all along\nCloser to you every day\nI didn't want it that much anyway\n\nYa takin' steps that make ya feel dizzy\nThen you learn to like the way it feels\nYou hurt yourself, you hurt your lover\nThen you discover\nWhat you thought was freedom is just greed\n\nGoodbye, and it's emotional\nGoodnight, I'll be up with the Sun\nYou're still holding on\nI'm not coming down\nI'm not coming down\nI'm not coming down\n\nCome, Sun, Sun, Sun\nCome, Sun, come, Sun\nSun"
17,U2,Stuck in a Moment You Can’t Get Out Of,
18,U2,City of Blinding Lights,"less you know\nThe less you find out as you go\nI knew much more then\nThan I do now\n\nNeon heart, dayglow eyes\nA city lit by fireflies\nThey're advertising in the skies\nFor people like us\n\nAnd I miss you when you're not around\nI'm getting ready to leave the ground\n(Ooh, ooh-ooh, ooh-ooh, ooh, ooh)\n(Ooh, ooh-ooh, ooh-ooh, ooh, ooh)\nOh, you look so beautiful tonight\nIn the city of blinding lights\n\nDon't look before you laugh\nLook ugly in a photograph\nFlashbulbs, purple irises\nThe camera can't see\n\nI've seen you walk unafraid\nI've seen you in the clothes you made\nCan you see the beauty inside of me\nWhat happened to the beauty I had inside of me\n\nAnd I miss you when you're not around\nI'm getting ready to leave the ground\n(Ooh, ooh-ooh, ooh-ooh, ooh, ooh)\n(Ooh, ooh-ooh, ooh-ooh, ooh, ooh)\nOh, you look so beautiful tonight\nIn the city of blinding lights\n\nTime, time\nTime, time\nTime won't leave me as I am\nBut time won't take the boy out of this man\n\nOh, you look so beautiful tonight\nOh, you look so beautiful tonight\nOh, you look so beautiful tonight\nIn the city of blinding lights\n\nThe more you know, the less you feel\nSome pray for, others steal\nBlessings are not just for the ones who kneel, luckily"
19,U2,Discothèque," can't grab it\nYou can hold it, control it\nBut you can't bag it\n\nYou can push\nBut you can't direct it\nCirculate, regulate, oh no\nYou cannot connect it\n\nYou know you're chewing bubble gum\nYou know what that is\nBut you still want some\nYou just can't get enough\nOf that lovie dovie stuff\n\nYou get confused\nBut you know it\nYeah, you hurt for it, work for it, love\nYou don't always show it\n\nLet go, let's go, let's go\nTo the discotheque\nLet go, let go\nTo the discotheque\n\nYou're looking for the one\nBut you know you're somewhere else instead\nYou want to be the song\nBe the song that you hear in your head\n\nIt's not a trick\n'Cause you can't learn it\nIt's the way you don't pay, that's okay\n'Cause you can't earn it\n\nYou know you're chewing bubble gum\nYou know what that is\nBut you still want some\nYou just can't get enough\nOf that lovie dovie stuff\n\nLet go, let go\nTo the discotheque\nGo girl, go girl\nTo the discotheque\n\nYou're looking for the one\nBut you know you're somewhere else instead\nYou want to be the song\nBe the song that you hear in your head\n\nYou want heaven in your heart\nHeaven in your heart\nThe sun, the moon, and the stars\n\nBut you take what you can get\n'Cause it's all that you can find\nBut you know there's something more\nBut tonight, tonight, tonight\n\nTo the discotheque..."
20,U2,Breathe,"orbell rings\nMan at the door says if I want to stay alive a bit longer\nThere's three things I need you to know. Three\nComing from a long line of travelling sales people on my mother's side\nI wasn't gonna buy just anyone's cockatoo\nSo why would I invite a complete stranger into my home?\nWould you?\n\nThese days are better than that\nThese days are better than that\n\nEvery day I die again, and again I'm reborn\nEvery day I have to find the courage\nTo walk out into the street\nWith arms out, got a love you can't defeat\nNeither down or out\nThere's nothing you have that I need\nI can breathe\nBreathe now\n\n16th of June, Chinese stocks are going up\nAnd I'm coming down with some new Asian virus\nJu Ju man, Ju Ju man\nDoc says you're fine or dying. Please\n\n9:09, St John divine on the line, my pulse is fine\nBut I'm running down the road like loose electricity\nWhile the band in my head plays a striptease\n\nThe roar that lies on the other side of silence\nThe forest fire that is fear, so deny it\nWalk out into the street\nSing your heart out, the people we meet\nWill not be drowned out\nThere's nothing you have that I need\nI can breathe\nBreathe now\n\nWe are people borne of sound\nThe songs are in our eyes\nGonna wear them like a crown\nOh\n\nWalk out into the sunburst street\nSing your heart out, sing my heart out\nI've found grace inside a sound\nI found grace it's all that I've found\nAnd I can breathe\nBreathe now"
21,U2,11 O’clock Tick Tock,
22,U2,Ultra Violet (Light My Way),"I don't know\nSometimes I feel like checking out\nI wanna get it wrong\nCan't always be strong\nAnd love, it won't be long\n\nOh sugar, don't you cry\nOh child, wipe the tears from your eyes\nYou know I need you to be strong\nAnd the day is as dark as the night is long\n\nFeel like trash\nYou make me feel clean\nI'm in the black\nCan't see or be seen\n\nBaby baby baby, light my way\nAll right now, baby baby baby, light my way\n\nYou bury your treasure\nWhere it can't be found\nBut your love is like a secret\nThat's been passed around\n\nThere is a silence that comes to a house\nWhere no one can sleep\nI guess it's the price of love\nI know it's not cheap\n\nOh come on, baby baby baby, light my way\nOh come on, baby baby baby, light my way\nBaby baby baby, light my way\n\nI remember when we could sleep on stones\nNow we lie together in whispers and moans\nWhen I was all messed up and I heard opera in my head\nYour love was a light bulb hanging over my bed\n\nBaby baby baby\nBaby baby baby\nBaby baby baby, light my way\n\nBaby baby baby\nBaby baby baby\nBaby baby baby, light my way\n\nBaby baby baby\nBaby baby baby\nBaby baby baby, light my way\nBaby baby baby, light my way"
23,U2,The Unforgettable Fire,"run cold\nThese city lights\nThey shine as silver and gold\nDug from the night\nYour eyes as black as coal\n\nWalk on by, walk on through\nWalk till you run and don't look back\nFor here I am\n\nCarnival\nThe wheels fly and the colours spin\nThrough alcohol\nRed wine that punctures the skin\nFace to face\nIn a dry and waterless place\n\nWalk on by, walk on through\nSo sad to besiege your love\nOh, hang on\n\nStay this time\nStay tonight in a lie\nI'm only asking\nBut I, I think you know\nCome on take me away\nCome on take me away\nCome on take me home\nHome again\n\nAnd if the mountains should crumble\nOr disappear into the sea\nNot a tear, no, not I\n\nStay this time\nStay tonight in a lie\nEver after is a long time\nAnd if you save your love\nSave it all, save it all\nDon't push me too far\nDon't push me too far\nTonight, tonight"
24,U2,Vertigo,"rce!\n(Turn it up, eh, captain!)\n\nLights go down, it's dark\nThe jungle is your head\nCan't rule your heart\nA feeling so much stronger than\nA thought\nYour eyes are wide\nAnd though your soul\nIt can't be bought\nYour mind can wander\n\nHello, hello! (¡Hola!)\nI'm at a place called Vertigo! (¿Dónde está?)\nIt's everything I wish I didn't know\nExcept you give me something I can feel, feel\n\nThe night is full of holes\nAs bullets rip the sky\nOf ink with gold\nThey twinkle as the boys\nPlay rock and roll\nThey know that they can't dance\nAt least they know\n\nI can't stand the beats\nI'm asking for the cheque\nThe girl with crimson nails\nHas Jesus round her neck\nSwinging to the music\nSwinging to the music\nOh...\n\nHello, hello! (¡Hola!)\nI'm at a place called Vertigo! (¿Dónde está?)\nIt's everything I wish I didn't know\nBut you give me something I can feel, feel\n\n(Shake me up)\n(Hours of fun)\n(Jumping in in yeah)\n\nAll of this, all of this can be yours\nAll of this, all of this can be yours\nAll of this, all of this can be yours\nJust give me what I want and no-one gets hurt\n\nHello, hello! (¡Hola!)\nI'm at a place called Vertigo! (¿Dónde está?)\nLights go down and all I know\nIs that you give me something\n\nI can feel your love teaching me how\nYour love is teaching me how\nHow to kneel, kneel\nYeah..."
25,U2,All I Want Is You,"nds on a ring of gold\nYou say you want your story to remain untold\nBut all the promises we make\nFrom the cradle to the grave\nWhen all I want is you\n\nYou say you'll give me a highway with no one on it\nTreasure just to look upon it\nAll the riches in the night\n\nYou say you'll give me eyes in a moon of blindness\nA river in a time of dryness\nA harbour in the tempest\nBut all the promises we make, from the cradle to the grave\nWhen all I want is you\n\nYou say you want your love to work out right\nTo last with me through the night\nYou say you want diamonds on a ring of gold\nYour story to remain untold\nYour love not to grow cold\nAll the promises we break, from the cradle to the grave\nWhen all I want is you\n\nYou! All I want is\nYou! All I want is\nYou! All I want is\nYou!"
26,U2,"Stay (Faraway, So Close!)","nYou stop in for a pack of cigarettes\nYou don't smoke, don't even want to\nHey now, check your change\nDressed up like a car crash\nThe wheels are turning, but you're upside down\n\nYou say when he hits you, you don't mind\nBecause when he hurts you, you feel alive\nOh now, is that what it is\n\nRed light, grey morning\nYou stumble out of a hole in the ground\nA vampire or a victim\nIt depends on who's around\nYou used to stay up to watch the adverts\nYou could lip-synch to the talk shows\n\nAnd if you look, you look through me\nAnd when you talk, it's not to me\nAnd when I touch you, you don't feel a thing\n\nIf I could stay, then the night would give you up\nStay, and the day would keep its trust\nStay, and the night would be enough\n\nFaraway, so close\nUp with the static and the radio\nWith satellite television\nYou can go anywhere\nMiami, New Orleans\nLondon, Belfast and Berlin\n\nAnd if you listen, I can't call\nAnd if you jump, you just might fall\nAnd if you shout, I'll only hear you\n\nIf I could stay, then the night would give you up\nStay, then the day would keep its trust\nStay with the demons you drowned\nStay with the spirit I found\nStay and the night would be enough\n\nThree o'clock in the morning\nIt's quiet and there's no one around\nJust the bang and the clatter\nAs an angel runs to ground\nJust the bang and the clatter\nAs an angel hits the ground"
